filename,sumber,nama_toko,tanggal_clean,tanggal_valid,nama_barang,jumlah_barang,harga_satuan,total_harga_item,kategori_harga,bulan,tahun,bulan_tahun,estimasi_laba_20
primer_0047.jpg,primer,Trre,2022-11-10,True,Donat Cokelat,1.0,8000.0,8000.0,Murah (5-20rb),11.0,2022.0,2022-11,1600.0
primer_0051.jpg,primer,Tokosukatant,2026-03-31,True,Sambal Uleg,1.0,12000.0,12000.0,Murah (5-20rb),3.0,2026.0,2026-03,2400.0
primer_0051.jpg,primer,Tokosukatant,2026-03-31,True,Gula Merah,2.0,16000.0,32000.0,Murah (5-20rb),3.0,2026.0,2026-03,6400.0
primer_0051.jpg,primer,Tokosukatant,2026-03-31,True,Tepung Sasa,1.0,23000.0,23000.0,Sedang (20-50rb),3.0,2026.0,2026-03,4600.0
primer_0051.jpg,primer,Tokosukatant,2026-03-31,True,Sukra/Katom 2000,1.0,17500.0,17500.0,Murah (5-20rb),3.0,2026.0,2026-03,3500.0
primer_0052.jpg,primer,Penjualan (Asli),2026-02-04,True,10-D00,10.0,19000.0,190000.0,Murah (5-20rb),2.0,2026.0,2026-02,38000.0
primer_0053.jpg,primer,Ft Depok Distribusiado Rsya,2015-10-20,True,Olala Anbu Cup 150L,24.0,19500.0,468000.0,Murah (5-20rb),10.0,2015.0,2015-10,93600.0
primer_0053.jpg,primer,Ft Depok Distribusiado Rsya,2015-10-20,True,Kopi Tp Gula Aren 22G R15,75.0,1650.0,123750.0,Sangat Murah (<=5rb),10.0,2015.0,2015-10,24750.0
primer_0053.jpg,primer,Ft Depok Distribusiado Rsya,2015-10-20,True,Sedaap Mie Sureng Bas 9Icr,10.0,274840.0,2748400.0,Sangat Mahal (>100rb),10.0,2015.0,2015-10,549680.0
primer_0054.jpg,primer,Pt Depok Distribusindo Raya,2015-10-20,True,Foddrto Kopi Nongkrung 15Ol.Isi24,5.0,19500.0,97500.0,Murah (5-20rb),10.0,2015.0,2015-10,19500.0
primer_0055.jpg,primer,Pr Pepuk Distribusindo Raya,2025-10-09,True,Ipcs,1.0,775.0,775.0,Sangat Murah (<=5rb),10.0,2025.0,2025-10,155.0
primer_0056.jpg,primer,2021-03-15,2021-03-15,True,Led 10Watt,1.0,25000.0,25000.0,Sedang (20-50rb),3.0,2021.0,2021-03,5000.0
primer_0056.jpg,primer,2021-03-15,2021-03-15,True,Led 13Watt,1.0,30000.0,30000.0,Sedang (20-50rb),3.0,2021.0,2021-03,6000.0
primer_0056.jpg,primer,2021-03-15,2021-03-15,True,Led 15 Watt,3.0,35000.0,105000.0,Sedang (20-50rb),3.0,2021.0,2021-03,21000.0
primer_0056.jpg,primer,2021-03-15,2021-03-15,True,Led 16 Watt,2.0,35000.0,70000.0,Sedang (20-50rb),3.0,2021.0,2021-03,14000.0
primer_0056.jpg,primer,2021-03-15,2021-03-15,True,Led 9Watt,1.0,20000.0,20000.0,Murah (5-20rb),3.0,2021.0,2021-03,4000.0
primer_0058.jpg,primer,2153230772,2015-10-20,True,Ekunumi Crean Det Lemonsoo Rag 14Sgr,10.0,72000.0,720000.0,Mahal (50-100rb),10.0,2015.0,2015-10,144000.0
primer_0058.jpg,primer,2153230772,2015-10-20,True,Daia Uhder Det Rotic Pikk Bas 2456,1.0,25200.0,25200.0,Sedang (20-50rb),10.0,2015.0,2015-10,5040.0
primer_0058.jpg,primer,2153230772,2015-10-20,True,Upcs,1.0,60870.0,60870.0,Mahal (50-100rb),10.0,2015.0,2015-10,12174.0
primer_0060.jpg,primer,Depok Distribusindo Baya,2025-01-16,True,Erdnome Crean Detviuletsoo Dag 145Cr,10.0,15000.0,150000.0,Murah (5-20rb),1.0,2025.0,2025-01,30000.0
primer_0060.jpg,primer,Depok Distribusindo Baya,2025-01-16,True,Kopi Tophkachn022615Rff,15.0,23250.0,348750.0,Sedang (20-50rb),1.0,2025.0,2025-01,69750.0
primer_0060.jpg,primer,Depok Distribusindo Baya,2025-01-16,True,Soklin Lir Det Perfume Uhbi Sc 4Oml Rt,35.0,23250.0,813750.0,Sedang (20-50rb),1.0,2025.0,2025-01,162750.0
primer_0060.jpg,primer,Depok Distribusindo Baya,2025-01-16,True,Soklih Lir Bet Vtoletjundi Sct Aomlr,5.0,23250.0,116250.0,Sedang (20-50rb),1.0,2025.0,2025-01,23250.0
primer_0060.jpg,primer,Depok Distribusindo Baya,2025-01-16,True,Soklik Liquts Det Sakura Uncosct Aoah,35.0,274843.0,9619505.0,Sangat Mahal (>100rb),1.0,2025.0,2025-01,1923901.0
primer_0060.jpg,primer,Depok Distribusindo Baya,2025-01-16,True,Sukses Hie Gukens Ryan Kreres Dag13Gr,6.0,4200.0,25200.0,Sangat Murah (<=5rb),1.0,2025.0,2025-01,5040.0
primer_0061.jpg,primer,Nota Penjualan (Asli),2025-12-01,True,Aq.600Ml 1X24,3.0,47000.0,141000.0,Sedang (20-50rb),12.0,2025.0,2025-12,28200.0
primer_0062.jpg,primer,()1),2026-04-01,True,Promag,1.0,26000.0,26000.0,Sedang (20-50rb),4.0,2026.0,2026-04,5200.0
primer_0062.jpg,primer,()1),2026-04-01,True,Chocolatos Dr Ink,1.0,20000.0,20000.0,Murah (5-20rb),4.0,2026.0,2026-04,4000.0
primer_0062.jpg,primer,()1),2026-04-01,True,Ekonomi /Wing 5000,6.0,4500.0,27000.0,Sangat Murah (<=5rb),4.0,2026.0,2026-04,5400.0
primer_0062.jpg,primer,()1),2026-04-01,True,Ekonomi/ Wing 2000,6.0,1800.0,10800.0,Sangat Murah (<=5rb),4.0,2026.0,2026-04,2160.0
primer_0063.jpg,primer,2153192428,2015-10-20,True,Ale Ale Cucopandan Cup 180 Ml,1.0,19500.0,19500.0,Murah (5-20rb),10.0,2015.0,2015-10,3900.0
primer_0063.jpg,primer,2153192428,2015-10-20,True,Ale Ale Mangca Cup 180,24.0,780.0,18720.0,Sangat Murah (<=5rb),10.0,2015.0,2015-10,3744.0
primer_0063.jpg,primer,2153192428,2015-10-20,True,Foodrtd Kopi Nongkrong 1Sohl Isi 24,24.0,19500.0,468000.0,Murah (5-20rb),10.0,2015.0,2015-10,93600.0
primer_0063.jpg,primer,2153192428,2015-10-20,True,Olala Anggur Cup 15O H,24.0,19500.0,468000.0,Murah (5-20rb),10.0,2015.0,2015-10,93600.0
primer_0063.jpg,primer,2153192428,2015-10-20,True,Mama Lehon Jeruk Nipis Pch 1Osml,1.0,1600.0,1600.0,Sangat Murah (<=5rb),10.0,2015.0,2015-10,320.0
primer_0063.jpg,primer,2153192428,2015-10-20,True,Sedaap Mie Soreng Ala Chef Bag 93Gr,1.0,32988.0,32988.0,Sedang (20-50rb),10.0,2015.0,2015-10,6597.6
primer_0063.jpg,primer,2153192428,2015-10-20,True,Toples 123X123X6I Mn Sedaap,1.0,352855.4000000004,24002356.0,Sangat Mahal (>100rb),10.0,2015.0,2015-10,4800471.2
primer_0063.jpg,primer,2153192428,2015-10-20,True,Sukses Mie Coreng Ayam Kremes Boc 13Rck,1.0,84650.0,84650.0,Mahal (50-100rb),10.0,2015.0,2015-10,16930.0
primer_0064.jpg,primer,Pt Depok Distribusindo Raya,2015-10-20,True,Giu Hhite Rarsuop Dengkoang Ktk72Gr,1.0,2650.0,2650.0,Sangat Murah (<=5rb),10.0,2015.0,2015-10,530.0
primer_0064.jpg,primer,Pt Depok Distribusindo Raya,2015-10-20,True,V Ale Ale Cocopamdan Cup 1So Hl,1.0,19500.0,19500.0,Murah (5-20rb),10.0,2015.0,2015-10,3900.0
